comment,cleaned_comment,sentiment
Seems pretty uninspired. Couldn't even come up with a name for the movie. Bad sign,seems pretty uninspired couldnt even come up with a name for the movie bad sign,Negative
"why watch this, if you can watch the real sh*t on Drive to Survive?",why watch this if you can watch the real sht on drive to survive,Positive
Do us a favour and delete the trailer,do us a favour and delete the trailer,Neutral
"They spent $300 million on this junk!, it needs $750 million just to BREAK EVEN! too funny",they spent 300 million on this junk it needs 750 million just to break even too funny,Positive
"Looks like a ""Driven"" paste and copy movie.",looks like a driven paste and copy movie,Neutral
Lol love America no real life f1 drivers but we get a movie about a unicorn American f1 champion played. Y brad Pitt 😂,lol love america no real life f1 drivers but we get a movie about a unicorn american f1 champion played y brad pitt ,Positive
estou ereto,estou ereto,Neutral
"If your family isn't rich, you're not making it. This sh""t fake af",if your family isnt rich youre not making it this sht fake af,Negative
It's just gonna be fan service anyways. Hardly any new story.,its just gonna be fan service anyways hardly any new story,Negative
This looks like a dud imo. Ford vs Ferrari was great so I’ll hope for the best.,this looks like a dud imo ford vs ferrari was great so ill hope for the best,Positive
I big letdown so far from reality it is nearly a cartoon.,i big letdown so far from reality it is nearly a cartoon,Positive
I just don’t like brad pitt in this I’m sorry he’s too old both for the role and in real life at this point,i just dont like brad pitt in this im sorry hes too old both for the role and in real life at this point,Negative
Lisan Al Gaib,lisan al gaib,Neutral
You have to see it!!,you have to see it,Neutral
"Ok so just a modern ""driven"". Cool",ok so just a modern driven cool,Positive
Horrendously bad American slop. Who'd have ever seen that coming?,horrendously bad american slop whod have ever seen that coming,Negative
"all i know is they better reference San Paulo 2024 
where max went from p17 to winning the race... in the F@#%'n rain 
most epic race in F1 history 
they leave that out of the movie automatic 👎👎
🖕🤣","all i know is they better reference san paulo 2024 
where max went from p17 to winning the race in the fn rain 
most epic race in f1 history 
they leave that out of the movie automatic 
",Positive
Unfortunately this movie looks like its going to be awful 😅😅😅😅,unfortunately this movie looks like its going to be awful ,Negative
Lewis is the GOAT of F1. Pathetic US propaganda does not change that fact.,lewis is the goat of f1 pathetic us propaganda does not change that fact,Negative
that aint it brad,that aint it brad,Neutral
I don't know man... this doesn't feel right...,i dont know man this doesnt feel right,Positive
Is save your money.Go watch jurassic park,is save your moneygo watch jurassic park,Neutral
"Let me guess, they’re claiming “no cgi” on this one too? 😂

I’ve said it once and I’ll say it again “no cgi” is really just invisible cgi. Still a win, but don’t discredit the thousands of artists that work on it.","let me guess theyre claiming no cgi on this one too 

ive said it once and ill say it again no cgi is really just invisible cgi still a win but dont discredit the thousands of artists that work on it",Positive
They can't find a younger actor? haha,they cant find a younger actor haha,Positive
hope it's not cringy American nonsense,hope its not cringy american nonsense,Neutral
Incredibly mid movie. Not a fan of any brad Pitt movies.,incredibly mid movie not a fan of any brad pitt movies,Neutral
Ban in india,ban in india,Neutral
Glad his brain surgery went well,glad his brain surgery went well,Positive
300 millions for a documentary.,300 millions for a documentary,Neutral
Why some of the scend felt like AI,why some of the scend felt like ai,Neutral
"hmmm, not going to watch, give me the real F1 races.",hmmm not going to watch give me the real f1 races,Positive
This sport is now boring to watch.,this sport is now boring to watch,Negative
Yeah not impressed...,yeah not impressed,Negative
"Jo, F1 needs fresh money as always. Probably a last attempt to win the superficial American hearts en masse with the fattest commercial ever. A 61-year-old F1 driver😂.
I hear La Vegas was just a spectacle for the most decadent of the top 5%, all of whom were only interested in themselves.
Completely disgusting.
But it's okay, the club with its development laboratories and robot drivers has only seen me from behind for many years anyway😂.","jo f1 needs fresh money as always probably a last attempt to win the superficial american hearts en masse with the fattest commercial ever a 61yearold f1 driver
i hear la vegas was just a spectacle for the most decadent of the top 5 all of whom were only interested in themselves
completely disgusting
but its okay the club with its development laboratories and robot drivers has only seen me from behind for many years anyway",Positive
Hamilton produced it,hamilton produced it,Neutral
Nah,nah,Neutral
"This movie looks like an over-hyped, banal bucket of tosh.",this movie looks like an overhyped banal bucket of tosh,Negative
Lame....there are no americans in F1. Daytona is no match for F1.,lamethere are no americans in f1 daytona is no match for f1,Neutral
Usual junk in driving films. Drivers are flat out side by side and suddenly one has another gear to change into.,usual junk in driving films drivers are flat out side by side and suddenly one has another gear to change into,Negative
Movie looks awful,movie looks awful,Negative
Does it contain LGBT?,does it contain lgbt,Neutral
Why?,why,Neutral
Granturismo,granturismo,Neutral
A,a,Neutral
No thanks.,no thanks,Negative
This will be so bad...,this will be so bad,Negative
Uh. Looks a bit like Gran Turismo movie in 2023.,uh looks a bit like gran turismo movie in 2023,Neutral
Why do I think this is going to be awful?,why do i think this is going to be awful,Negative
The sequel  will be with Fangio......this is ridiculous what a garbage.....,the sequel  will be with fangiothis is ridiculous what a garbage,Negative
Driven,driven,Neutral
Another Horrible Hollywood Movie.......,another horrible hollywood movie,Negative
It looks uhm… not nice…,it looks uhm not nice,Negative
Dumbest looking film I've come across in ages.,dumbest looking film ive come across in ages,Neutral
This just looks dumb. not the F1 I've know since 1996.,this just looks dumb not the f1 ive know since 1996,Negative
🤣🤣🤣,,Neutral
Unrealistic liberal backed movie.,unrealistic liberal backed movie,Negative
Um velho de 70 anos correndo na fórmula 1 kkkkkk,um velho de 70 anos correndo na frmula 1 kkkkkk,Neutral
"There have been 58 americans in F1 with 15 of them having won a race and two of them winning a world championship. The likelihood of an American driver in F1 is very likely, especially with Cadillac joining the sport in 2026.",there have been 58 americans in f1 with 15 of them having won a race and two of them winning a world championship the likelihood of an american driver in f1 is very likely especially with cadillac joining the sport in 2026,Positive
Me too I think it looks like top gun maverick,me too i think it looks like top gun maverick,Positive
"it was great, and to the other reply, top gun was great!",it was great and to the other reply top gun was great,Positive
Looks kinda lame. 🥱,looks kinda lame ,Negative
So.many.bots,somanybots,Neutral
Looks horrible and something written by AI.,looks horrible and something written by ai,Negative
A shame its an apple film,a shame its an apple film,Neutral
"Has anyone seen this movie yet? It looks like dogshit, but I'm still kinda curious.",has anyone seen this movie yet it looks like dogshit but im still kinda curious,Negative
Mehh,mehh,Neutral
"Another bull**it movie. Spending millions of dollars on nothing. They could help some weak and poor people. Instead they created a movie with shallow script, sharp image, bad directing and acting, lots of effect and actions, pure zero.",another bullit movie spending millions of dollars on nothing they could help some weak and poor people instead they created a movie with shallow script sharp image bad directing and acting lots of effect and actions pure zero,Negative
😴,,Neutral
this looks terrible,this looks terrible,Negative
Doesn't look interesting.,doesnt look interesting,Positive
😴,,Neutral
"Yikes, that looks horrible",yikes that looks horrible,Negative
"Looks sh*tty af
From the Maverick too gun guy ? Serioulsy ?","looks shtty af
from the maverick too gun guy  serioulsy ",Neutral
F1 is the gayest thing imaginable lol,f1 is the gayest thing imaginable lol,Positive
Looks lame,looks lame,Negative
Junk,junk,Neutral
Meh,meh,Neutral
Looks awful,looks awful,Negative
Looks absolute 💩,looks absolute ,Positive
boring ¡,boring ,Negative
It's amazing watch it,its amazing watch it,Positive
"Might want to look at the credits at the end of the film and see how many people work on it. They all get paid, buy goods, pay mortgages/rent etc etc.",might want to look at the credits at the end of the film and see how many people work on it they all get paid buy goods pay mortgagesrent etc etc,Positive
Looks lame,looks lame,Negative
